formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C11H10O3	[M + H]+	C11H11O3+		1.000	119.398	115.964	3.433	12	0.804	1.176	1.176	0.729		191.070	391	6.510	857318898264055866	857316082593590859	857316082589396554	7716	
1	C18H39NO8	[M + H]+	C18H40NO8+		0.795	22.376	18.892	3.484	3	1.000	1.185	1.185	-0.135		398.275	391	6.519	857318895701336081	857316082711031379	857316082711031378	7830	
1	C16H24O4	[M + H]+	C16H25O4+		1.000	147.556	147.556	0.000	33	1.000	-0.016	0.760	0.513		281.175	392	6.529	857318935014547534	857316082765557335	857316082765557334	7834	
1	C10H8O2	[M + H]+	C10H9O2+		0.331	97.277	97.277	0.000	11	0.845	1.293	1.293	0.336		161.060	393	6.549	857320067875096632	857316082820083291	857316082820083290	7873	
1	C11H10O3	[M + H]+	C11H11O3+		0.998	104.015	104.015	0.000	18	0.863	1.023	1.023	1.567		191.071	395	6.587	857320075114465595	857316082874609247	857316082874609246	7946	
1	C10H14O3	[M + H]+	C10H15O3+		1.000	202.974	202.974	0.000	39	0.857	0.214	0.533	0.597		183.102	396	6.597	857320094852867882	857316082929135203	857316082924940898	7886	
1	C8H12O2	[M + H]+	C8H13O2+		1.000	75.145	71.884	3.261	7	0.706	1.383	1.383	0.524		141.091	396	6.606	857320076670552390	857316082983661159	857316082979466854	7966	
1	C11H9N3O5	[M + K]+	C11H9KN3O5+		0.491	28.587	28.587	0.000	3	0.747	-0.667	0.667	8.779		302.020	396	6.606	857320129887889994	857316083038187115	857316083038187114	8001	
1	C8H12FNOS	[M + H]+	C8H13FNOS+		0.499	58.255	58.255	0.000	13	0.771	-3.101	5.625	9.577		190.071	396	6.607	857320125643253922	857316083096907375	857316083092713070	8003	
1	C4H12O2Si2	[M + H]+	C4H13O2Si2+		0.500	76.155	67.676	8.478	17	0.806	0.618	0.657	0.677		149.045	396	6.608	857320101161101445	857316083164016243	857316083159821938	8000	
1	C6H11FO2S	[M + H]+	C6H12FO2S+		0.500	126.489	126.489	0.000	35	0.888	-0.015	3.855	11.103		167.056	397	6.609	857320118672320647	857316083231125111	857316083231125110	8002	
1	C5H12O3Si2	[M + H]+	C5H13O3Si2+		1.000	80.900	74.936	5.963	16	0.370	0.251	0.685	0.487		177.040	397	6.610	857320124712118423	857316083289845371	857316083289845370	7989	
1	C18H29NO5	[M + H]+	C18H30NO5+		0.751	36.825	36.825	0.000	7	0.947	-0.056	0.235	-8.464		340.209	397	6.622	857320168563567237	857316083344371327	857316083340177022	8049	
1	C11H20N2O2	[M + H]+	C11H21N2O2+		1.000	35.029	30.576	4.453	6	0.992	2.040	2.040	0.355		213.160	398	6.627	857320137215339099	857316083407285891	857316083407285890	8012	
1	C11H20N2O2	[M + H]+	C11H21N2O2+		1.000	35.124	30.609	4.515	6	0.985	1.347	1.347	0.543		213.160	403	6.721	857320140906326635	857316083478589063	857316083474394758	8226	
1	C20H42O10	[M + H]+	C20H43O10+		0.960	88.892	88.892	0.000	28	0.992	0.036	0.365	0.014		443.285	403	6.721	857320151337560699	857316083533115019	857316083533115018	8020	
1	C23H45N5O6	[M + H]+	C23H46N5O6+		1.000	115.598	115.598	0.000	38	0.979	0.130	0.499	-2.377		488.343	403	6.722	857320191665793679	857316083600223887	857316083596029582	8087	
1	C20H42O10	[M + H3N + H]+	C20H46NO10+		0.723	59.187	59.187	0.000	16	0.968	0.231	0.368	0.211		460.312	404	6.727	857320146509916785	857316083654749843	857316083654749842	8067	
1	C24H38O5	[M + H]+	C24H39O5+		0.798	17.625	17.625	0.000	3	1.000	0.115	0.314	2.183		407.280	407	6.778	857320138884672097	857316083709275799	857316083709275798	8280	
1	C16H36O5P	[M + Na]+	C16H36NaO5P+		0.546	27.869	27.869	0.000	7	0.900	0.483	0.483	8.430		362.222	407	6.778	857320418967712214	857316083763801755	857316083759607450	8296	
1	C16H29N7O4	[M + H]+	C16H30N7O4+		0.370	29.145	29.145	0.000	6	0.894	0.360	0.360	0.003		384.235	415	6.913	857320421505266144	857316083814133407	857316083814133406	8516	
1	C25H42O4	[M + Na]+	C25H42NaO4+		0.369	15.827	15.827	0.000	3	1.000	0.085	0.289	-9.319		429.294	415	6.915	857320413791941056	857316083872853667	857316083868659362	8406	
1	C8H15NO	[M + H]+	C8H16NO+		0.500	45.427	42.316	3.111	4	0.619	1.681	1.681	0.840		142.123	416	6.929	857320412365877692	857316083931573927	857316083927379622	8543	
1	C28H53NO6S	[M + H]+	C28H54NO6S+		0.987	107.389	107.389	0.000	35	0.978	-0.115	0.426	5.361		532.369	416	6.940	857320441671480691	857316083986099883	857316083986099882	8570	
1	C22H46O11	[M + H]+	C22H47O11+		0.991	91.260	91.260	0.000	29	0.984	-0.154	0.658	0.351		487.311	416	6.942	857320424546136765	857316084040625839	857316084036431534	8573	
1	C23H42N4O7	[M + H3N + H]+	C23H46N5O7+		0.999	58.222	58.222	0.000	16	0.978	0.088	0.376	-2.132		504.338	417	6.952	857320422977466859	857316084086763187	857316084086763186	8593	
1	C22H17FN6O2	[M + H]+	C22H18FN6O2+		0.474	37.579	37.579	0.000	8	0.912	-1.639	1.639	-2.346		417.146	418	6.964	857320444297115114	857316084137094839	857316084132900534	8615	
1	C19H31N3O10	[M + H]+	C19H32N3O10+		0.462	8.990	8.990	0.000	2	0.829	5.306	5.306	-9.175		462.204	419	6.982	857320415717126604	857316084183232187	857316084183232186	8646	
1	C8H14O	[M + H]+	C8H15O+		1.000	67.807	65.261	2.546	7	0.817	2.153	2.153	0.617		127.112	420	7.000	857320413825495498	857316084233563839	857316084229369534	8601	
1	C17H35N5O4S	[M + H]+	C17H36N5O4S+		0.646	44.602	44.602	0.000	9	0.981	0.599	0.599	0.832		406.249	423	7.045	857320423317205493	857316084279701187	857316084279701186	8748	
1	C8H19N	[M + H]+	C8H20N+		1.000	24.146	21.013	3.133	2	0.668	2.097	2.097	0.952		130.159	425	7.080	857320412328128955	857316084325838535	857316084325838534	8802	
1	C12H27NO2	[M + H]+	C12H28NO2+		0.500	63.657	63.657	0.000	13	0.990	1.626	1.626	0.479		218.212	427	7.113	857320430862759233	857316084376170187	857316084376170186	8871	
1	C10H23NO	[M + H]+	C10H24NO+		1.000	50.413	44.856	5.557	6	0.938	4.507	4.507	0.455		174.185	427	7.117	857320434390168924	857316084430696143	857316084430696142	8880	
1	C24H50O12	[M + H]+	C24H51O12+		0.995	96.496	96.496	0.000	33	0.992	0.312	0.626	0.596		531.338	428	7.129	857320448650802711	857316084485222099	857316084481027794	8901	
1	C30H55N3O6	[M + Na]+	C30H55N3NaO6+		0.858	123.029	123.029	0.000	42	0.976	0.196	0.463	-5.235		576.395	428	7.130	857320600853716110	857316084548136663	857316084548136662	8904	
1	C30H46N2O6	[M + H3N + H]+	C30H50N3O6+		0.997	46.993	46.993	0.000	15	0.953	0.070	0.380	-8.995		548.364	428	7.140	857320441595983209	857316084602662619	857316084602662618	8913	
1	C18H33N7O5	[M + H]+	C18H34N7O5+		0.448	34.568	34.568	0.000	5	0.860	0.228	0.228	-0.055		428.262	430	7.166	857320439746295135	857316084648799967	857316084648799966	8963	
1	C12H26O5	[M + H]+	C12H27O5+		1.000	29.980	26.448	3.532	4	0.960	6.384	6.384	0.635		251.185	431	7.184	857320434000098639	857316084707520227	857316084703325922	9002	
1	C10H29N7O3	[M + H]+	C10H30N7O3+		0.561	9.466	9.466	0.000	1	0.636	1.314	1.314	9.235		296.243	432	7.205	857320432301405509	857316084753657575	857316084753657574	9008	
1	C10H8O2	[M + H]+	C10H9O2+		0.991	89.416	89.416	0.000	16	0.887	1.262	1.262	0.274		161.060	436	7.269	857320448487224845	857316084799794923	857316084799794922	9151	
1	C22H35N5O5	[M + H]+	C22H36N5O5+		0.479	38.636	38.636	0.000	6	0.837	0.351	0.351	8.271		450.275	437	7.278	857320452501174126	857316084850126575	857316084845932270	9174	
1	C12H26O5	[M + H]+	C12H27O5+		1.000	28.920	25.671	3.249	4	0.911	6.197	6.197	0.715		251.185	437	7.286	857320449095398945	857316084913041139	857316084908846834	9249	
1	C26H54O13	[M + H]+	C26H55O13+		0.954	83.003	83.003	0.000	30	0.996	-0.539	0.722	-0.119		575.364	438	7.304	857320542473198724	857316084963372791	857316084963372790	9211	
1	C35H57NO8	[M + H]+	C35H58NO8+		1.000	118.248	118.248	0.000	43	0.991	-0.254	0.562	8.632		620.421	438	7.308	857320759993998488	857316085026287355	857316085022093050	9215	
1	C27H50N4O9	[M + H3N + H]+	C27H54N5O9+		0.999	82.749	82.749	0.000	30	0.925	-0.022	0.746	-2.152		592.390	439	7.317	857320895369354402	857316085080813311	857316085080813310	9242	
1	C12H12O3	[M + H]+	C12H13O3+		0.500	114.792	114.792	0.000	12	0.862	1.279	1.279	0.484		205.086	441	7.353	857321042081914028	857316085135339267	857316085131144962	9287	
1	C24H41NO8	[M + H]+	C24H42NO8+		0.409	44.283	44.283	0.000	6	0.873	0.052	0.184	-5.386		472.288	443	7.388	857321494844448760	857316085185670919	857316085185670918	9350	
1	C12H25N	[M + H]+	C12H26N+		1.000	17.445	17.445	0.000	3	1.000	2.480	2.480	0.998		184.206	444	7.399	857321492990566391	857316085240196875	857316085240196874	9373	
1	C12H27NO3	[M + H]+	C12H28NO3+		1.000	84.565	76.997	7.569	20	0.998	0.379	0.469	0.512		234.206	446	7.434	857321503413411970	857316085303111439	857316085303111438	9442	
1	C12H27N3O6	[M + H]+	C12H28N3O6+		0.466	42.368	42.368	0.000	9	1.000	0.318	0.441	4.152		310.199	447	7.457	857321569519845210	857316085370220307	857316085370220306	9475	
1	C28H58O14	[M + H]+	C28H59O14+		0.978	80.432	80.432	0.000	26	0.988	0.266	0.503	-0.877		619.389	448	7.463	857321618475761519	857316085437329175	857316085433134870	9481	
1	C37H61NO9	[M + H]+	C37H62NO9+		0.968	123.094	123.094	0.000	45	0.990	0.318	0.495	8.505		664.448	448	7.473	857321598234050405	857316085517020955	857316085517020954	9492	
1	C35H54O9	[M + H3N + H]+	C35H58NO9+		0.999	71.476	71.476	0.000	30	0.923	0.086	0.261	8.675		636.416	449	7.475	857321848155848574	857316085588324127	857316085588324126	9493	
1	C9H20O3	[M + H]+	C9H21O3+		1.000	46.966	46.966	0.000	9	0.356	0.390	0.434	0.051		177.149	450	7.493	857321864731739690	857316085651238691	857316085651238690	9526	
1	C12H25NO3	[M + H]+	C12H26NO3+		0.500	83.576	83.576	0.000	18	0.987	0.447	0.455	0.559		232.191	454	7.566	857321862311626260	857316085709958951	857316085705764646	9622	
1	C12H27N	[M + H]+	C12H28N+		1.000	23.900	21.302	2.598	3	0.735	6.763	6.763	0.933		186.222	454	7.571	857321859602105875	857316085764484907	857316085764484906	9632	
1	C8H12	[M + H]+	C8H13+		1.000	30.950	30.950	0.000	4	0.901	3.517	3.517	0.762		109.101	455	7.579	857321863267927579	857316085823205167	857316085823205166	9646	
1	C15H29N5O2	[M + H]+	C15H30N5O2+		0.933	12.376	12.376	0.000	2	0.740	0.580	0.580	-4.169		312.238	456	7.599	857321864677213727	857316085886119731	857316085886119730	9683	
1	C6H21N9O2	[M + H]+	C6H22N9O2+		0.978	13.762	10.754	3.008	2	1.000	1.769	3.195	-1.298		252.189	456	7.601	857321872579282671	857316085949034295	857316085949034294	9744	
1	C12H26O5	[M + H]+	C12H27O5+		1.000	89.563	85.285	4.279	14	0.960	0.953	0.953	0.436		251.185	456	7.602	857321877117520800	857316086003560251	857316085999365946	9689	
1	C13H31N5O	[M + Na]+	C13H31N5NaO+		0.733	18.947	13.802	5.144	5	0.755	5.787	5.787	3.742		296.243	456	7.603	857321983875150525	857316086053891903	857316086053891902	9690	
1	C12H26O5	[M + H3N + H]+	C12H30NO5+		0.996	34.055	34.055	0.000	5	0.886	0.062	0.763	0.636		268.212	456	7.605	857321924576080550	857316086108417859	857316086108417858	9686	
1	C19H27N2O3	[M + H]+	C19H28N2O3+		0.998	70.500	70.500	0.000	12	0.974	0.620	0.620	6.700		332.212	457	7.610	857321982444892851	857316086167138119	857316086162943814	9720	
1	C30H62O15	[M + H]+	C30H63O15+		0.584	53.538	53.538	0.000	18	0.991	0.318	0.539	-0.449		663.416	457	7.622	857322008420218386	857316086221664075	857316086221664074	9737	
1	C6H13N5	[M + H]+	C6H14N5+		0.345	2.000	2.000	0.000	0	0.000			-4.560		156.124	460	7.664	857322017790293532	857316086276190031	857316086276190030	9785	
1	C16H24N4O7S	[M + H]+	C16H25N4O7S+		0.632	45.750	41.707	4.043	11	0.899	0.549	1.684	4.947		417.146	460	7.673	857322056952511272	857316086334910291	857316086334910290	9758	
1	C24H24FN7O2	[M + H]+	C24H25FN7O2+		0.280	13.486	13.486	0.000	3	0.724	-1.960	1.960	-1.942		462.204	461	7.689	857322056025570078	857316086397824855	857316086397824854	9769	
1	C41H69NO11	[M + H]+	C41H70NO11+		0.952	81.769	81.769	0.000	33	0.997	-0.144	0.431	6.115		752.499	467	7.783	857322097066835673	857316086452350811	857316086452350810	9975	
1	C8H7N	[M + Na]+	C8H7NNa+		0.717	15.473	13.429	2.043	2	0.350	-1.670	2.565	-2.713		140.047	468	7.798	857322102435544807	857316086511071071	857316086511071070	10015	
1	C14H35N4O5	[M + H]+	C14H36N4O5+		0.502	6.914	6.914	0.000	1	1.000	0.382	0.382	3.757		340.269	474	7.908	857322057204169522	857316086557208419	857316086557208418	10176	
1	C9H14O2	[M + H]+	C9H15O2+		0.333	38.980	38.980	0.000	5	0.252	2.234	2.234	0.476		155.107	489	8.145	857322069678029754	857316086611734375	857316086607540070	10551	
1	C12H23NO3	[M + H]+	C12H24NO3+		0.333	40.719	40.719	0.000	7	1.000	0.785	0.785	0.651		230.175	495	8.258	857322070571416523	857316086662066027	857316086662066026	10714	
1	C12H21NO2	[M + H]+	C12H22NO2+		0.250	80.407	80.407	0.000	11	0.938	1.533	1.533	0.446		212.165	498	8.308	857322130407358193	857316086716591983	857316086716591982	10719	
1	C12H24S	[M + H]+	C12H25S+		1.000	74.475	73.111	1.364	10	0.555	1.311	1.687	3.986		201.168	503	8.376	857322100384530147	857316086775312243	857316086775312242	10785	
1	C11H18O2	[M + H]+	C11H19O2+		1.000	201.815	198.334	3.480	40	0.814	0.821	0.846	0.676		183.138	503	8.378	857322549363802103	857316086834032503	857316086829838198	10833	
1	C11H21NO2	[M + H]+	C11H22NO2+		1.000	195.149	195.149	0.000	29	0.417	0.381	0.869	0.473		200.165	503	8.378	857322572935794617	857316086888558459	857316086888558458	10839	
1	C8H10O2	[M + H]+	C8H11O2+		1.000	83.267	83.267	0.000	11	0.795	1.901	1.901	0.748		139.075	507	8.442	857322571912384411	857316086934695807	857316086934695806	10880	
1	C12H6O3	[M + H]+	C12H7O3+		0.992	62.214	62.214	0.000	8	0.897	1.578	1.578	0.651		199.039	511	8.511	857322580267438087	857316086980833155	857316086976638850	11015	
1	C13H16N2S	[M + H]+	C13H17N2S+		0.994	29.147	29.147	0.000	9	0.994	1.065	1.065	0.704		233.111	511	8.513	857322579214667762	857316087022776199	857316087022776198	11016	
1	C17H26N2O	[M + H]+	C17H27N2O+		0.875	60.674	60.674	0.000	17	0.991	0.352	0.437	0.509		275.212	514	8.560	857322572826742703	857316087064719243	857316087064719242	11083	
1	C11H14O3	[M + H]+	C11H15O3+		1.000	111.146	109.490	1.657	17	1.000	0.348	0.755	0.816		195.102	515	8.579	857322584935698464	857316087110856591	857316087110856590	11111	
1	C8H20N4O2	[M + Na]+	C8H20N4NaO2+		1.000	60.689	58.330	2.359	10	0.930	-2.778	6.934	-3.375		227.147	520	8.661	857322571954327461	857316087156993939	857316087156993938	11212	
1	C12H25NO3	[M + H]+	C12H26NO3+		1.000	47.150	47.150	0.000	8	0.985	-0.174	0.497	0.646		232.191	521	8.679	857322580414238737	857316087203131287	857316087198936982	11247	
1	C9H16O	[M + H]+	C9H17O+		1.000	61.661	58.356	3.305	8	0.436	0.879	0.879	0.626		141.127	521	8.681	857322576400289776	857316087245074331	857316087245074330	11220	
1	C12H27N	[M + H]+	C12H28N+		1.000	20.437	17.099	3.339	3	0.906	6.734	6.734	0.986		186.222	523	8.723	857322580988858389	857316087291211679	857316087291211678	11296	
1	C16H34O6	[M + H]+	C16H35O6+		0.959	19.595	19.595	0.000	3	1.000	2.076	2.076	-0.016		323.243	524	8.736	857322580074500093	857316087387680675	857316087387680674	11308	
1	C19H37N5O2	[M + H]+	C19H38N5O2+		0.540	13.330	13.330	0.000	3	0.939	1.306	1.306	-3.725		368.301	524	8.738	857322586001051690	857316087429623719	857316087429623718	11309	
1	C16H25N3O2	[M + H]+	C16H26N3O2+		0.906	12.159	12.159	0.000	1	1.000	-0.358	0.358	0.467		292.202	525	8.742	857322584654680086	857316087471566763	857316087471566762	11319	
1	C14H20O4	[M + H]+	C14H21O4+		0.500	102.628	102.628	0.000	12	0.987	0.728	0.728	0.610		253.144	525	8.745	857322593257197621	857316087513509807	857316087513509806	11329	
1	C21H28O6	[M + H3N + H]+	C21H32NO6+		0.745	23.786	23.786	0.000	4	0.987	0.428	0.428	-0.391		394.222	530	8.826	857322599359911330	857316087551258547	857316087551258546	11401	
1	C12H16O3	[M + H]+	C12H17O3+		0.996	90.497	90.497	0.000	15	0.927	0.864	0.864	0.570		209.117	530	8.826	857322612962040984	857316087597395895	857316087597395894	11398	
1	C21H28O6	[M + H]+	C21H29O6+		0.948	22.940	22.940	0.000	4	0.985	0.074	0.163	-0.226		377.196	530	8.827	857322614010616994	857316087639338939	857316087639338938	11403	
1	C12H27N	[M + H]+	C12H28N+		1.000	35.610	30.216	5.394	4	0.905	4.381	4.381	0.986		186.222	533	8.879	857322609833089787	857316087685476287	857316087685476286	11453	
1	C19H37N5O2	[M + H]+	C19H38N5O2+		0.534	9.398	9.398	0.000	3	0.964	0.475	0.475	-3.725		368.301	537	8.952	857322653067975891	857316087731613635	857316087731613634	11536	
1	C16H34O6	[M + H]+	C16H35O6+		0.980	19.796	19.796	0.000	4	0.996	3.060	3.060	-0.016		323.243	537	8.953	857322687016672477	857316087773556679	857316087773556678	11537	
1	C18H35NO4	[M + H]+	C18H36NO4+		0.528	11.812	11.812	0.000	1	0.503	0.731	0.731	-0.076		330.264	537	8.956	857322872379744046	857316087819694027	857316087815499722	11524	
1	C10H10O2	[M + H]+	C10H11O2+		1.000	69.255	66.032	3.223	7	0.762	1.728	1.728	0.208		163.075	538	8.964	857322889123407141	857316087870025679	857316087865831374	11511	
1	C19H34O4S	[M + H]+	C19H35O4S+		1.000	198.117	195.510	2.607	53	0.992	-0.057	1.066	0.315		359.225	538	8.974	857322957847080107	857316087916163027	857316087916163026	11527	
1	C14H28N2O2	[M + H]+	C14H29N2O2+		1.000	123.830	123.830	0.000	23	1.000	-0.424	1.089	0.488		257.222	543	9.044	857322899231679809	857316087962300375	857316087958106070	11620	
1	C13H25NO3	[M + H]+	C13H26NO3+		1.000	43.954	43.954	0.000	7	1.000	2.227	2.227	0.655		244.191	544	9.068	857322895356142908	857316088012632027	857316088012632026	11647	
1	C12H15FN3	[M + H]+	C12H16FN3+		0.657	25.458	24.005	1.453	5	0.523	1.920	2.894	1.912		221.133	545	9.087	857322892831171890	857316088067157983	857316088067157982	11667	
1	C14H31NO2	[M + H]+	C14H32NO2+		0.500	41.336	37.681	3.654	8	0.986	1.272	1.272	0.586		246.243	548	9.129	857322939358588071	857316088121683939	857316088121683938	11696	
1	C12H27NO	[M + H]+	C12H28NO+		1.000	32.051	28.440	3.611	7	0.970	2.743	3.037	0.342		202.217	550	9.171	857322921893504409	857316088180404199	857316088180404198	11733	
1	C9H16O2	[M + H]+	C9H17O2+		0.500	20.847	20.847	0.000	3	0.127	5.359	5.359	0.915		157.122	552	9.206	857322932266019211	857316088243318763	857316088239124458	11771	
1	C9H13FN2O3	[M + H]+	C9H14FN2O3+		0.288	36.916	36.916	0.000	5	0.856	0.028	0.593	-4.592		217.097	553	9.222	857322988490666666	857316088297844719	857316088293650414	11796	
1	C15H22O3	[M + H]+	C15H23O3+		0.500	75.161	75.161	0.000	12	1.000	0.931	0.931	0.593		251.164	554	9.232	857322994232668899	857316088348176371	857316088343982066	11822	
1	C15H22O3	[M - H2O + H]+	C15H21O2+		1.000	162.653	162.653	0.000	29	0.910	0.765	0.774	-77246.879		233.154	554	9.233	857322988171899552	857316088394313719	857316088394313718	11812	
1	C18H27N5	[M + H]+	C18H28N5+		0.182	2.000	2.000	0.000	0	0.000			-4.081		314.233	554	9.238	857322991338599119	857316088444645371	857316088444645370	11818	
1	C13H29O2	[M + K]+	C13H29KO2+		0.772	4.500	4.500	0.000	0	0.000			4.164		256.181	555	9.246	857322984552215189	857316088494977023	857316088490782718	11788	
1	C14H31NO3	[M + H]+	C14H32NO3+		1.000	66.045	66.045	0.000	17	0.996	0.725	0.925	0.571		262.238	562	9.359	857322989455356609	857316088545308675	857316088545308674	11942	
1	C20H37NO4	[M + H]+	C20H38NO4+		0.991	31.180	31.180	0.000	8	1.000	1.206	1.206	0.547		356.280	565	9.419	857322991523148505	857316088595640327	857316088595640326	12012	
1	C9H19ClO2	[M + H]+	C9H20ClO2+		0.919	66.815	66.815	0.000	17	0.988	0.814	1.144	-0.430		195.115	566	9.440	857322990013199045	857316088645971979	857316088641777674	12039	
1	C14H31N	[M + H]+	C14H32N+		1.000	58.213	55.404	2.809	11	0.989	1.843	1.843	0.763		214.253	568	9.469	857322984736764575	857316088700497935	857316088696303630	12067	
1	C14H29NO3	[M + H]+	C14H30NO3+		1.000	58.543	54.825	3.718	13	0.982	0.019	0.411	0.576		260.222	571	9.512	857323067360359424	857316088755023891	857316088750829586	12087	
1	C9H14	[M + H]+	C9H15+		1.000	63.176	59.809	3.366	9	0.857	2.436	2.436	0.350		123.117	573	9.544	857323029393519348	857316088805355543	857316088801161238	12180	
1	C12H27N	[M + H]+	C12H28N+		1.000	15.391	12.215	3.176	2	0.955	2.451	2.451	0.825		186.222	576	9.597	857323157416261109	857316088855687195	857316088855687194	12217	
1	C10H17NO3	[M + H]+	C10H18NO3+		1.000	58.334	58.334	0.000	12	0.126	1.556	1.556	0.350		200.128	577	9.613	857323178563942929	857316088910213151	857316088910213150	12250	
1	C10H8N4O4	[M + H]+	C10H9N4O4+		0.997	121.572	118.609	2.963	33	0.950	-0.425	0.538	-0.286		249.062	593	9.881	857323226362247400	857316088964739107	857316088960544802	12500	
1	C10H18O2	[M + H]+	C10H19O2+		0.500	133.556	130.196	3.360	22	0.882	1.096	1.096	0.256		171.138	600	9.997	857323182527560230	857316089015070759	857316089015070758	12586	
1	C12H9NO	[M + H]+	C12H10NO+		0.902	79.492	79.492	0.000	19	0.936	1.264	1.264	0.759		184.076	602	10.029	857323181386709531	857316089069596715	857316089069596714	12638	
1	C11H24N2O2	[M + H]+	C11H25N2O2+		1.000	48.088	46.519	1.570	8	0.939	0.321	0.527	0.118		217.191	602	10.040	857323174411581965	857316089124122671	857316089124122670	12647	
1	C15H14N4O5S	[M + H]+	C15H15N4O5S+		0.312	23.111	20.230	2.882	8	0.769	-1.681	1.945	1.578		363.076	604	10.073	857323190685481517	857316089178648627	857316089174454322	12656	
1	C14H8O3	[M + H]+	C14H9O3+		1.000	82.162	82.162	0.000	15	0.824	1.537	1.537	0.575		225.055	604	10.074	857323191562091072	857316089233174583	857316089233174582	12699	
1	C11H20ClN5O10P2	[M + K]+	C11H20ClKN5O10P2+		0.339	28.058	19.164	8.894	8	0.983	1.599	1.842	1.485		518.001	605	10.075	857323206120534696	857316089283506235	857316089283506234	12662	
1	C14H15FN2O3	[M + K]+	C14H15FKN2O3+		0.998	48.743	48.743	0.000	11	0.546	11.259	11.259	3.537		317.071	606	10.093	857323229478615284	857316089325449279	857316089325449278	12679	
1	C10H20Cl4O8P2	[M + H]+	C10H21Cl4O8P2+		0.441	33.063	17.515	15.548	6	0.993	0.877	0.877	0.004		470.946	606	10.098	857323224772604595	857316089371586627	857316089371586626	12685	
1	C13H18Cl4F5N3O4	[M + H]+	C13H19Cl4F5N3O4+		0.983	49.669	33.913	15.756	7	0.927	0.167	0.425	-0.512		516.004	606	10.101	857323273065822474	857316089426112583	857316089426112582	12674	
1	C8H14ClN4O9PS3	[M + H]+	C8H15ClN4O9PS3+		0.513	27.294	18.537	8.757	8	0.964	0.960	1.589	2.089		472.943	606	10.104	857323260105423104	857316089476444235	857316089476444234	12686	
1	C10H18O	[M + H]+	C10H19O+		1.000	114.077	114.077	0.000	18	0.450	1.142	1.142	0.505		155.143	606	10.105	857323659419941289	857316089526775887	857316089526775886	12734	
1	C17H29N	[M + H]+	C17H30N+		0.969	23.598	23.598	0.000	5	0.969	0.194	0.194	0.256		248.237	607	10.116	857323661391264446	857316089585496147	857316089581301842	12752	
1	C11H14N2OS2	[M + H]+	C11H15N2OS2+		1.000	32.878	32.878	0.000	9	0.973	0.043	0.415	0.543		255.062	610	10.175	857323688884929322	857316089635827799	857316089631633494	12809	
1	C13H25NO2	[M + H]+	C13H26NO2+		1.000	113.284	107.568	5.716	21	0.889	1.403	1.403	0.546		228.196	610	10.175	857323683059038931	857316089686159451	857316089686159450	12761	
1	C14H28S	[M + H]+	C14H29S+		0.997	29.786	29.786	0.000	5	0.619	2.147	2.147	3.803		229.199	611	10.177	857323729431275580	857316089732296799	857316089732296798	12788	
1	C16H32N2O4	[M + H]+	C16H33N2O4+		0.593	8.788	8.788	0.000	2	1.000	-0.149	0.149	-0.454		317.243	611	10.180	857323741179521222	857316089774239843	857316089774239842	12796	
1	C13H18O3	[M + H]+	C13H19O3+		1.000	33.349	33.349	0.000	7	0.929	2.026	2.026	0.399		223.133	611	10.182	857323740546181308	857316089820377191	857316089816182886	12811	
1	C15H32N2O2	[M + H]+	C15H33N2O2+		0.999	15.175	12.524	2.651	2	0.728	2.561	2.561	0.641		273.254	614	10.232	857323753561106682	857316089858125931	857316089858125930	12869	
1	C14H25NO2	[M + H]+	C14H26NO2+		1.000	123.612	123.612	0.000	25	0.985	0.761	1.104	0.352		240.196	616	10.272	857323741833832656	857316089904263279	857316089904263278	12929	
1	C12H25NO3	[M + H]+	C12H26NO3+		1.000	44.168	40.641	3.527	9	0.991	1.480	1.480	-0.087		232.191	620	10.334	857323729796180032	857316089950400627	857316089950400626	13083	
1	C11H13F3N2O3	[M + H]+	C11H14F3N2O3+		0.922	36.706	36.706	0.000	11	0.864	-2.484	2.602	-5.745		279.094	620	10.335	857323777095347463	857316089992343671	857316089992343670	12974	
1	C20H39NO4	[M + H]+	C20H40NO4+		0.500	67.065	67.065	0.000	13	0.744	-0.150	0.958	-0.377		358.295	622	10.364	857323758585883494	857316090038481019	857316090038481018	13100	
1	C10H16O	[M + H]+	C10H17O+		1.000	109.549	106.197	3.352	18	0.901	0.514	0.650	0.381		153.127	634	10.572	857323732010772551	857316090084618367	857316090080424062	13339	
1	C11H9FNO3	[M + H]+	C11H10FNO3+		0.910	65.738	65.738	0.000	13	0.717	0.265	11.722	-0.326		223.064	635	10.589	857323762847296466	857316090130755715	857316090130755714	13332	
1	C11H23NO2	[M + H]+	C11H24NO2+		1.000	69.042	65.541	3.501	8	0.863	1.529	1.529	0.319		202.180	635	10.589	857323731838806084	857316090172698759	857316090172698758	13423	
1	C13H22O2	[M + H]+	C13H23O2+		0.500	238.861	238.861	0.000	49	0.984	-0.103	0.634	0.396		211.169	636	10.599	857323745428351191	857316090218836107	857316090218836106	13450	
